# Elapsed time   CPU (%)     Real (MB)   Virtual (MB)
      11.669        0.000     2105.168     2968.918
      11.680        0.000     2105.168     2968.918
      11.691        0.000     2105.168     2968.918
      11.702        0.000     2105.168     2968.918
      11.712        0.000     2105.168     2968.918
      11.723        0.000     2105.168     2968.918
      11.734        0.000     2105.168     2968.918
      11.745        0.000     2105.168     2968.918
      11.756        0.000     2105.168     2968.918
      11.767        0.000     2105.168     2968.918
      11.778        0.000     2105.168     2968.918
      11.789        0.000     2105.168     2968.918
      11.800        0.000     2105.168     2968.918
      11.810        0.000     2105.168     2968.918
      11.821        0.000     2105.168     2968.918
      11.832        0.000     2105.168     2968.918
      11.843        0.000     2105.168     2968.918
      11.854        0.000     2105.168     2968.918
      11.865        0.000     2105.168     2968.918
      11.876        0.000     2105.168     2968.918
      11.887        0.000     2105.168     2968.918
      11.897        0.000     2105.168     2968.918
      11.908        0.000     2105.168     2968.918
      11.919        0.000     2105.168     2968.918
      11.930        0.000     2105.168     2968.918
      11.941        0.000     2105.168     2968.918
      11.952        0.000     2105.168     2968.918
      11.963        0.000     2105.168     2968.918
      11.974        0.000     2105.168     2968.918
      11.985        0.000     2105.168     2968.918
      11.995        0.000     2105.168     2968.918
      12.006        0.000     2105.168     2968.918
      12.017        0.000     2105.168     2968.918
      12.028        0.000     2105.168     2968.918
      12.039        0.000     2105.168     2968.918
      12.050        0.000     2105.168     2968.918
      12.061        0.000     2105.168     2968.918
      12.072        0.000     2105.168     2968.918
      12.082        0.000     2105.168     2968.918
      12.093        0.000     2105.168     2968.918
      12.104        0.000     2105.168     2968.918
      12.115        0.000     2105.168     2968.918
      12.126        0.000     2105.168     2968.918
      12.137        0.000     2105.168     2968.918
      12.148        0.000     2105.168     2968.918
      12.159        0.000     2105.168     2968.918
      12.170        0.000     2105.168     2968.918
      12.180        0.000     2105.168     2968.918
      12.191        0.000     2105.168     2968.918
      12.202        0.000     2105.168     2968.918
      12.213        0.000     2105.168     2968.918
      12.224        0.000     2105.168     2968.918
      12.235        0.000     2105.168     2968.918
      12.246        0.000     2105.168     2968.918
      12.257        0.000     2105.168     2968.918
      12.268        0.000     2105.168     2968.918
      12.278        0.000     2105.168     2968.918
      12.289        0.000     2105.168     2968.918
      12.300        0.000     2105.168     2968.918
      12.311        0.000     2105.168     2968.918
      12.322        0.000     2105.168     2968.918
      12.333        0.000     2105.168     2968.918
      12.344        0.000     2105.168     2968.918
      12.355        0.000     2105.168     2968.918
      12.366        0.000     2105.168     2968.918
      12.376        0.000     2105.168     2968.918
      12.387        0.000     2105.168     2968.918
      12.398        0.000     2105.168     2968.918
      12.409        0.000     2105.168     2968.918
      12.420        0.000     2105.168     2968.918
      12.431        0.000     2105.168     2968.918
      12.442        0.000     2105.168     2968.918
      12.453        0.000     2105.168     2968.918
      12.463        0.000     2105.168     2968.918
      12.474        0.000     2105.168     2968.918
      12.485        0.000     2105.168     2968.918
      12.496        0.000     2105.168     2968.918
      12.507        0.000     2105.168     2968.918
      12.518        0.000     2105.168     2968.918
      12.529        0.000     2105.168     2968.918
      12.540        0.000     2105.168     2968.918
      12.550        0.000     2105.168     2968.918
      12.561        0.000     2105.168     2968.918
      12.572        0.000     2105.168     2968.918
      12.583        0.000     2105.168     2968.918
      12.594        0.000     2105.168     2968.918
      12.605        0.000     2105.168     2968.918
      12.616        0.000     2105.168     2968.918
      12.627        0.000     2105.168     2968.918
      12.637        0.000     2105.168     2968.918
      12.648        0.000     2105.168     2968.918
      12.659        0.000     2105.168     2968.918
      12.670        0.000     2105.168     2968.918
      12.681        0.000     2105.168     2968.918
      12.692        0.000     2105.168     2968.918
      12.703        0.000     2105.168     2968.918
      12.714        0.000     2105.168     2968.918
      12.725        0.000     2105.168     2968.918
      12.736        0.000     2105.168     2968.918
      12.747        0.000     2105.168     2968.918
      12.758        0.000     2105.168     2968.918
      12.769        0.000     2105.168     2968.918
      12.779        0.000     2105.168     2968.918
      12.790        0.000     2105.168     2968.918
      12.801        0.000     2105.168     2968.918
      12.812        0.000     2105.168     2968.918
      12.823        0.000     2105.168     2968.918
      12.834        0.000     2105.168     2968.918
      12.845        0.000     2105.168     2968.918
      12.856        0.000     2105.168     2968.918
      12.866        0.000     2105.168     2968.918
      12.877        0.000     2105.168     2968.918
      12.888        0.000     2105.168     2968.918
      12.899       91.700     2105.168     2968.918
      12.910        0.000     2105.168     2968.918
      12.921        0.000     2105.168     2968.918
      12.932        0.000     2105.168     2968.918
      12.943        0.000     2105.168     2968.918
      12.953        0.000     2105.168     2968.918
      12.964        0.000     2105.168     2968.918
      12.975        0.000     2105.168     2968.918
      12.986        0.000     2105.168     2968.918
      12.996        0.000     2105.168     2968.918
      13.007        0.000     2105.168     2968.918
      13.018        0.000     2105.168     2968.918
      13.028        0.000     2105.168     2968.918
      13.039        0.000     2105.168     2968.918
      13.050        0.000     2105.168     2968.918
      13.061        0.000     2105.168     2968.918
      13.071        0.000     2105.168     2968.918
      13.082        0.000     2105.168     2968.918
      13.093        0.000     2105.168     2968.918
      13.103        0.000     2105.168     2968.918
      13.114        0.000     2105.168     2968.918
      13.125        0.000     2105.168     2968.918
      13.136        0.000     2105.168     2968.918
      13.146        0.000     2105.168     2968.918
      13.157        0.000     2105.168     2968.918
      13.168        0.000     2105.168     2968.918
      13.179        0.000     2105.168     2968.918
      13.190        0.000     2105.168     2968.918
      13.201        0.000     2105.168     2968.918
      13.212        0.000     2105.168     2968.918
      13.223        0.000     2105.168     2968.918
      13.233        0.000     2105.168     2968.918
      13.244        0.000     2105.168     2968.918
      13.255        0.000     2105.168     2968.918
      13.266        0.000     2105.168     2968.918
      13.277        0.000     2105.168     2968.918
      13.288        0.000     2105.168     2968.918
      13.299        0.000     2105.168     2968.918
      13.310        0.000     2105.168     2968.918
      13.320        0.000     2105.168     2968.918
      13.331        0.000     2105.168     2968.918
      13.342        0.000     2105.168     2968.918
      13.353        0.000     2105.168     2968.918
      13.364        0.000     2105.168     2968.918
      13.375        0.000     2105.168     2968.918
      13.386        0.000     2105.168     2968.918
      13.396        0.000     2105.168     2968.918
      13.407        0.000     2105.168     2968.918
      13.418        0.000     2105.168     2968.918
      13.429        0.000     2105.168     2968.918
      13.440        0.000     2105.168     2968.918
      13.451        0.000     2105.168     2968.918
      13.462        0.000     2105.168     2968.918
      13.473        0.000     2105.168     2968.918
      13.483        0.000     2105.168     2968.918
      13.494        0.000     2105.168     2968.918
      13.505        0.000     2105.168     2968.918
      13.516        0.000     2105.168     2968.918
      13.527        0.000     2105.168     2968.918
      13.538        0.000     2105.168     2968.918
      13.549        0.000     2105.168     2968.918
      13.560        0.000     2105.168     2968.918
      13.570        0.000     2105.168     2968.918
      13.581        0.000     2105.168     2968.918
      13.592       92.500     2105.168     2968.918
      13.603        0.000     2105.168     2968.918
      13.614        0.000     2105.168     2968.918
      13.625        0.000     2105.168     2968.918
      13.636        0.000     2105.168     2968.918
      13.647        0.000     2105.168     2968.918
      13.657        0.000     2105.168     2968.918
      13.668        0.000     2105.168     2968.918
      13.679        0.000     2105.168     2968.918
      13.690        0.000     2105.168     2968.918
      13.701        0.000     2105.168     2968.918
      13.712        0.000     2105.168     2968.918
      13.723        0.000     2105.168     2968.918
      13.734        0.000     2105.168     2968.918
      13.745        0.000     2105.168     2968.918
      13.755        0.000     2105.168     2968.918
      13.766        0.000     2105.168     2968.918
      13.777        0.000     2105.168     2968.918
      13.788        0.000     2105.168     2968.918
      13.799        0.000     2105.168     2968.918
      13.810        0.000     2105.168     2968.918
      13.821        0.000     2105.168     2968.918
      13.831        0.000     2105.168     2968.918
      13.842        0.000     2105.168     2968.918
      13.853        0.000     2105.168     2968.918
      13.864        0.000     2105.168     2968.918
      13.875        0.000     2105.168     2968.918
      13.886        0.000     2105.168     2968.918
      13.897        0.000     2105.168     2968.918
      13.908       91.900     2105.168     2968.918
      13.918        0.000     2105.168     2968.918
      13.929        0.000     2105.168     2968.918
      13.940        0.000     2105.168     2968.918
      13.951        0.000     2105.168     2968.918
      13.962        0.000     2105.168     2968.918
      13.973        0.000     2105.168     2968.918
      13.984        0.000     2105.168     2968.918
      13.995        0.000     2105.168     2968.918
      14.005        0.000     2105.168     2968.918
      14.016        0.000     2105.168     2968.918
      14.027        0.000     2105.168     2968.918
      14.038        0.000     2105.168     2968.918
      14.049        0.000     2105.168     2968.918
      14.060        0.000     2105.168     2968.918
      14.071        0.000     2105.168     2968.918
      14.081        0.000     2105.168     2968.918
      14.092        0.000     2105.168     2968.918
      14.103        0.000     2105.168     2968.918
      14.114        0.000     2105.168     2968.918
      14.125        0.000     2105.168     2968.918
      14.136        0.000     2105.168     2968.918
      14.147        0.000     2105.168     2968.918
      14.158        0.000     2105.168     2968.918
      14.169        0.000     2105.168     2968.918
      14.179        0.000     2105.168     2968.918
      14.190        0.000     2105.168     2968.918
      14.201        0.000     2105.168     2968.918
      14.212        0.000     2105.168     2968.918
      14.223        0.000     2105.168     2968.918
      14.233        0.000     2105.168     2968.918
      14.243        0.000     2105.168     2968.918
      14.254        0.000     2105.168     2968.918
      14.265        0.000     2105.168     2968.918
      14.276        0.000     2105.168     2968.918
      14.287        0.000     2105.168     2968.918
      14.298        0.000     2105.168     2968.918
      14.308        0.000     2105.168     2968.918
      14.319        0.000     2105.168     2968.918
      14.330        0.000     2105.168     2968.918
      14.341        0.000     2105.168     2968.918
      14.352        0.000     2105.168     2968.918
      14.363        0.000     2105.168     2968.918
      14.374        0.000     2105.168     2968.918
      14.385        0.000     2105.168     2968.918
      14.396        0.000     2105.168     2968.918
      14.407        0.000     2105.168     2968.918
      14.417        0.000     2105.168     2968.918
      14.428        0.000     2105.168     2968.918
      14.439        0.000     2105.168     2968.918
      14.450        0.000     2105.168     2968.918
      14.461        0.000     2105.168     2968.918
      14.472        0.000     2105.168     2968.918
      14.483        0.000     2105.168     2968.918
      14.494        0.000     2105.168     2968.918
      14.505        0.000     2105.168     2968.918
      14.515        0.000     2105.168     2968.918
      14.526        0.000     2105.168     2968.918
      14.537        0.000     2105.168     2968.918
      14.548        0.000     2105.168     2968.918
      14.559        0.000     2105.168     2968.918
      14.570        0.000     2105.168     2968.918
      14.581        0.000     2105.168     2968.918
      14.592        0.000     2105.168     2968.918
      14.602        0.000     2105.168     2968.918
      14.612        0.000     2105.168     2968.918
      14.623        0.000     2105.168     2968.918
      14.633        0.000     2105.168     2968.918
      14.643        0.000     2105.168     2968.918
      14.654        0.000     2105.168     2968.918
      14.664        0.000     2105.168     2968.918
      14.674        0.000     2105.168     2968.918
      14.685        0.000     2105.168     2968.918
      14.695        0.000     2105.168     2968.918
      14.705        0.000     2105.168     2968.918
      14.715        0.000     2105.168     2968.918
      14.726        0.000     2105.168     2968.918
      14.736        0.000     2105.168     2968.918
      14.746       97.400     2105.168     2968.918
      14.757        0.000     2105.168     2968.918
      14.767        0.000     2105.168     2968.918
      14.777        0.000     2105.168     2968.918
      14.787        0.000     2105.168     2968.918
      14.798        0.000     2105.168     2968.918
      14.808        0.000     2105.168     2968.918
      14.818        0.000     2105.168     2968.918
      14.828        0.000     2105.168     2968.918
      14.839        0.000     2105.168     2968.918
      14.849        0.000     2105.168     2968.918
      14.859        0.000     2105.168     2968.918
      14.870        0.000     2105.168     2968.918
      14.880        0.000     2105.168     2968.918
      14.890        0.000     2105.168     2968.918
      14.901        0.000     2105.168     2968.918
      14.911        0.000     2105.168     2968.918
      14.921        0.000     2105.168     2968.918
      14.932        0.000     2105.168     2968.918
      14.942        0.000     2105.168     2968.918
      14.953        0.000     2105.168     2968.918
      14.963        0.000     2105.168     2968.918
      14.974        0.000     2105.168     2968.918
      14.985        0.000     2105.168     2968.918
      14.996        0.000     2105.168     2968.918
      15.007        0.000     2105.168     2968.918
      15.018        0.000     2105.168     2968.918
      15.028        0.000     2105.168     2968.918
      15.039        0.000     2105.168     2968.918
      15.050        0.000     2105.168     2968.918
      15.061        0.000     2105.168     2968.918
      15.072        0.000     2105.168     2968.918
      15.083        0.000     2105.168     2968.918
      15.094        0.000     2105.168     2968.918
      15.105        0.000     2105.168     2968.918
      15.116        0.000     2105.168     2968.918
      15.126        0.000     2105.168     2968.918
      15.137        0.000     2105.168     2968.918
      15.148        0.000     2105.168     2968.918
      15.159        0.000     2105.168     2968.918
      15.170        0.000     2105.168     2968.918
      15.181        0.000     2105.168     2968.918
      15.192        0.000     2105.168     2968.918
      15.203       92.700     2105.168     2968.918
      15.214        0.000     2105.168     2968.918
      15.224        0.000     2105.168     2968.918
      15.235        0.000     2105.168     2968.918
      15.246        0.000     2105.168     2968.918
      15.257        0.000     2105.168     2968.918
      15.268        0.000     2105.168     2968.918
      15.279        0.000     2105.168     2968.918
      15.290        0.000     2105.168     2968.918
      15.300        0.000     2105.168     2968.918
      15.311        0.000     2105.168     2968.918
      15.321        0.000     2105.168     2968.918
      15.331        0.000     2105.168     2968.918
      15.342        0.000     2105.168     2968.918
      15.353        0.000     2105.168     2968.918
      15.364        0.000     2105.168     2968.918
      15.375        0.000     2105.168     2968.918
      15.386        0.000     2105.168     2968.918
      15.397        0.000     2105.168     2968.918
      15.408       89.700     2105.168     2968.918
      15.419      185.200     2105.168     2968.918
      15.429       97.100     2105.168     2968.918
      15.439       97.300     2105.168     2968.918
      15.450       95.400     2105.168     2968.918
      15.460        0.000     2105.168     2968.918
      15.471        0.000     2105.168     2968.918
      15.482       93.500     2105.168     2968.918
      15.492       91.900     2105.168     2968.918
      15.503        0.000     2105.168     2968.918
      15.514       92.400     2105.168     2968.918
      15.525        0.000     2105.168     2968.918
      15.536        0.000     2105.168     2968.918
      15.547      183.900     2105.168     2968.918
      15.558        0.000     2105.168     2968.918
      15.569       91.300     2105.168     2968.918
      15.579        0.000     2105.168     2968.918
      15.590       91.900     2105.168     2968.918
      15.601       91.600     2105.168     2968.918
      15.612        0.000     2105.168     2968.918
      15.623       91.400     2105.168     2968.918
      15.634       92.100     2105.168     2968.918
      15.645       92.100     2105.168     2968.918
      15.656       92.600     2105.168     2968.918
      15.667      182.900     2105.168     2968.918
      15.677      183.900     2105.168     2968.918
      15.688        0.000     2105.168     2968.918
      15.699       91.500     2105.168     2968.918
      15.710        0.000     2105.168     2968.918
      15.721      184.400     2105.168     2968.918
      15.732       92.100     2105.168     2968.918
      15.743      275.300     2105.168     2968.918
      15.754       92.800     2105.168     2968.918
      15.764      185.300     2105.168     2968.918
      15.775       92.600     2105.168     2968.918
      15.786       92.400     2105.168     2968.918
      15.797        0.000     2105.168     2968.918
      15.808       93.500     2105.168     2968.918
      15.818       93.200     2105.168     2968.918
      15.829      186.000     2105.168     2968.918
      15.840      188.600     2105.168     2968.918
      15.850       92.400     2105.168     2968.918
      15.861      186.300     2105.168     2968.918
      15.872        0.000     2105.168     2968.918
      15.883       92.700     2105.168     2968.918
      15.893       92.600     2105.168     2968.918
      15.904        0.000     2105.168     2968.918
      15.915        0.000     2105.168     2968.918
      15.926      183.700     2105.168     2968.918
      15.937       92.400     2105.168     2968.918
      15.948        0.000     2105.168     2968.918
      15.958       92.100     2105.168     2968.918
      15.969      184.800     2105.168     2968.918
      15.980       91.500     2105.168     2968.918
      15.991       91.900     2105.168     2968.918
      16.002       92.000     2105.168     2968.918
      16.013       91.000     2105.168     2968.918
      16.024       91.900     2105.168     2968.918
      16.035        0.000     2105.168     2968.918
      16.046        0.000     2105.168     2968.918
      16.056        0.000     2105.168     2968.918
      16.067       92.200     2105.168     2968.918
      16.078      185.500     2105.168     2968.918
      16.089       93.200     2105.168     2968.918
      16.100        0.000     2105.168     2968.918
      16.110       93.800     2105.168     2968.918
      16.121       94.100     2105.168     2968.918
      16.132        0.000     2105.168     2968.918
      16.143        0.000     2105.168     2968.918
      16.153       91.800     2105.168     2968.918
      16.164        0.000     2105.168     2968.918
      16.175        0.000     2105.168     2968.918
      16.186        0.000     2105.168     2968.918
      16.197        0.000     2105.168     2968.918
      16.208       91.800     2105.168     2968.918
      16.219        0.000     2105.168     2968.918
      16.230        0.000     2105.168     2968.918
      16.241        0.000     2105.168     2968.918
      16.252        0.000     2105.168     2968.918
      16.262        0.000     2105.168     2968.918
      16.273        0.000     2105.168     2968.918
      16.284        0.000     2105.168     2968.918
      16.295        0.000     2105.168     2968.918
      16.306        0.000     2105.168     2968.918
      16.317        0.000     2105.168     2968.918
      16.328        0.000     2105.168     2968.918
      16.338        0.000     2105.168     2968.918
      16.349       91.900     2105.168     2968.918
      16.360        0.000     2105.168     2968.918
      16.371        0.000     2105.168     2968.918
      16.382        0.000     2105.168     2968.918
      16.393        0.000     2105.168     2968.918
      16.404        0.000     2105.168     2968.918
      16.415        0.000     2105.168     2968.918
      16.425        0.000     2105.168     2968.918
      16.436        0.000     2105.168     2968.918
      16.447       93.700     2105.168     2968.918
      16.458        0.000     2105.168     2968.918
      16.468        0.000     2105.168     2968.918
      16.479        0.000     2105.168     2968.918
      16.490        0.000     2105.168     2968.918
      16.502        0.000     2105.168     2968.918
      16.514        0.000     2105.168     2968.918
      16.525        0.000     2105.168     2968.918
      16.535        0.000     2105.168     2968.918
      16.545        0.000     2105.168     2968.918
      16.556        0.000     2105.168     2968.918
      16.566        0.000     2105.168     2968.918
      16.577        0.000     2105.168     2968.918
      16.587        0.000     2105.168     2968.918
      16.598        0.000     2105.168     2968.918
      16.608        0.000     2105.168     2968.918
      16.619        0.000     2105.168     2968.918
      16.630        0.000     2105.168     2968.918
      16.641        0.000     2105.168     2968.918
      16.651        0.000     2105.168     2968.918
      16.662        0.000     2105.168     2968.918
      16.672        0.000     2105.168     2968.918
      16.683        0.000     2105.168     2968.918
      16.694        0.000     2105.168     2968.918
      16.705        0.000     2105.168     2968.918
      16.716        0.000     2105.168     2968.918
      16.727        0.000     2105.168     2968.918
      16.738       92.500     2105.168     2968.918
      16.748        0.000     2105.168     2968.918
      16.759        0.000     2105.168     2968.918
      16.770        0.000     2105.168     2968.918
      16.781       91.700     2105.168     2968.918
      16.792        0.000     2105.168     2968.918
      16.803        0.000     2105.168     2968.918
      16.814       90.800     2105.168     2968.918
      16.825        0.000     2105.168     2968.918
      16.836        0.000     2105.168     2968.918
      16.846        0.000     2105.168     2968.918
      16.857        0.000     2105.168     2968.918
      16.868        0.000     2105.168     2968.918
      16.879        0.000     2105.168     2968.918
      16.890        0.000     2105.168     2968.918
      16.901        0.000     2105.168     2968.918
      16.912        0.000     2105.168     2968.918
      16.923        0.000     2105.168     2968.918
      16.934        0.000     2105.168     2968.918
      16.945       91.500     2105.168     2968.918
      16.956        0.000     2105.168     2968.918
      16.967        0.000     2105.168     2968.918
      16.977        0.000     2105.168     2968.918
      16.988        0.000     2105.168     2968.918
      16.999        0.000     2105.168     2968.918
      17.010        0.000     2105.168     2968.918
      17.021        0.000     2105.168     2968.918
      17.032        0.000     2105.168     2968.918
      17.043        0.000     2105.168     2968.918
      17.054        0.000     2105.168     2968.918
      17.065        0.000     2105.168     2968.918
      17.076        0.000     2105.168     2968.918
      17.087        0.000     2105.168     2968.918
      17.098        0.000     2105.168     2968.918
      17.109        0.000     2105.168     2968.918
      17.120        0.000     2105.168     2968.918
      17.131        0.000     2105.168     2968.918
      17.142        0.000     2105.168     2968.918
      17.152        0.000     2105.168     2968.918
      17.163        0.000     2105.168     2968.918
      17.174        0.000     2105.168     2968.918
      17.185        0.000     2105.168     2968.918
      17.196        0.000     2105.168     2968.918
      17.207        0.000     2105.168     2968.918
      17.218        0.000     2105.168     2968.918
      17.229        0.000     2105.168     2968.918
      17.240        0.000     2105.168     2968.918
      17.251        0.000     2105.168     2968.918
      17.262        0.000     2105.168     2968.918
      17.273        0.000     2105.168     2968.918
      17.284        0.000     2105.168     2968.918
      17.295        0.000     2105.168     2968.918
      17.306        0.000     2105.168     2968.918
      17.317        0.000     2105.168     2968.918
      17.328        0.000     2105.168     2968.918
      17.338        0.000     2105.168     2968.918
      17.349        0.000     2105.168     2968.918
      17.360        0.000     2105.168     2968.918
      17.371       91.600     2105.168     2968.918
      17.382        0.000     2105.168     2968.918
      17.393        0.000     2105.168     2968.918
      17.404        0.000     2105.168     2968.918
      17.415        0.000     2105.168     2968.918
      17.426        0.000     2105.168     2968.918
      17.437        0.000     2105.168     2968.918
      17.448        0.000     2105.168     2968.918
      17.459        0.000     2105.168     2968.918
      17.470        0.000     2105.168     2968.918
      17.480        0.000     2105.168     2968.918
      17.491        0.000     2105.168     2968.918
      17.502        0.000     2105.168     2968.918
      17.513        0.000     2105.168     2968.918
      17.524        0.000     2105.168     2968.918
      17.535        0.000     2105.168     2968.918
      17.546        0.000     2105.168     2968.918
      17.557        0.000     2105.168     2968.918
      17.567        0.000     2105.168     2968.918
      17.578        0.000     2105.168     2968.918
      17.589        0.000     2105.168     2968.918
      17.600        0.000     2105.168     2968.918
      17.611        0.000     2105.168     2968.918
      17.622        0.000     2105.168     2968.918
      17.633        0.000     2105.168     2968.918
      17.644        0.000     2105.168     2968.918
      17.655        0.000     2105.168     2968.918
      17.666        0.000     2105.168     2968.918
      17.677        0.000     2105.168     2968.918
      17.688        0.000     2105.168     2968.918
      17.698        0.000     2105.168     2968.918
      17.709        0.000     2105.168     2968.918
      17.720        0.000     2105.168     2968.918
      17.731       92.500     2105.168     2968.918
      17.742        0.000     2105.168     2968.918
      17.753        0.000     2105.168     2968.918
      17.763        0.000     2105.168     2968.918
      17.774        0.000     2105.168     2968.918
      17.785        0.000     2105.168     2968.918
      17.796        0.000     2105.168     2968.918
      17.807        0.000     2105.168     2968.918
      17.818        0.000     2105.168     2968.918
      17.829        0.000     2105.168     2968.918
      17.840        0.000     2105.168     2968.918
      17.851        0.000     2105.168     2968.918
      17.861        0.000     2105.168     2968.918
      17.872        0.000     2105.168     2968.918
      17.883        0.000     2105.168     2968.918
      17.894        0.000     2105.168     2968.918
      17.905        0.000     2105.168     2968.918
      17.916        0.000     2105.168     2968.918
      17.927        0.000     2105.168     2968.918
      17.938        0.000     2105.168     2968.918
      17.949        0.000     2105.168     2968.918
      17.959        0.000     2105.168     2968.918
      17.970        0.000     2105.168     2968.918
      17.981        0.000     2105.168     2968.918
      17.992        0.000     2105.168     2968.918
      18.003        0.000     2105.168     2968.918
      18.014        0.000     2105.168     2968.918
      18.025        0.000     2105.168     2968.918
      18.036        0.000     2105.168     2968.918
      18.046        0.000     2105.168     2968.918
      18.057        0.000     2105.168     2968.918
      18.068        0.000     2105.168     2968.918
      18.079        0.000     2105.168     2968.918
      18.090        0.000     2105.168     2968.918
      18.101        0.000     2105.168     2968.918
      18.112        0.000     2105.168     2968.918
      18.123        0.000     2105.168     2968.918
      18.134        0.000     2105.168     2968.918
      18.144        0.000     2105.168     2968.918
      18.155        0.000     2105.168     2968.918
      18.165        0.000     2105.168     2968.918
      18.176        0.000     2105.168     2968.918
      18.187        0.000     2105.168     2968.918
      18.197       92.100     2105.168     2968.918
      18.208       93.100     2105.168     2968.918
      18.219        0.000     2105.168     2968.918
      18.230        0.000     2105.168     2968.918
      18.240        0.000     2105.168     2968.918
      18.251        0.000     2105.168     2968.918
      18.262        0.000     2105.168     2968.918
      18.273        0.000     2105.168     2968.918
      18.284        0.000     2105.168     2968.918
      18.295        0.000     2105.168     2968.918
      18.306        0.000     2105.168     2968.918
      18.317        0.000     2105.168     2968.918
      18.328       91.500     2105.168     2968.918
      18.338        0.000     2105.168     2968.918
      18.349        0.000     2105.168     2968.918
      18.360        0.000     2105.168     2968.918
      18.371        0.000     2105.168     2968.918
      18.382       91.700     2105.168     2968.918
      18.393        0.000     2105.168     2968.918
      18.404       91.700     2105.168     2968.918
      18.415        0.000     2105.168     2968.918
      18.426       92.300     2105.168     2968.918
      18.436       92.100     2105.168     2968.918
      18.447        0.000     2105.168     2968.918
      18.458        0.000     2105.168     2968.918
      18.469        0.000     2105.168     2968.918
      18.479        0.000     2105.168     2968.918
      18.490        0.000     2105.168     2968.918
      18.502        0.000     2105.168     2968.918
      18.512        0.000     2105.168     2968.918
      18.523        0.000     2105.168     2968.918
      18.533        0.000     2105.168     2968.918
      18.544        0.000     2105.168     2968.918
      18.555        0.000     2105.168     2968.918
      18.566        0.000     2105.168     2968.918
      18.577       91.600     2105.168     2968.918
      18.588        0.000     2105.168     2968.918
      18.599        0.000     2105.168     2968.918
      18.609        0.000     2105.168     2968.918
      18.620        0.000     2105.168     2968.918
      18.631        0.000     2105.168     2968.918
      18.642        0.000     2105.168     2968.918
      18.653        0.000     2105.168     2968.918
      18.664        0.000     2105.168     2968.918
      18.674        0.000     2105.168     2968.918
      18.685        0.000     2105.168     2968.918
      18.696        0.000     2105.168     2968.918
      18.707        0.000     2105.168     2968.918
      18.718        0.000     2105.168     2968.918
      18.729        0.000     2105.168     2968.918
      18.740        0.000     2105.168     2968.918
      18.751        0.000     2105.168     2968.918
      18.761        0.000     2105.168     2968.918
      18.772        0.000     2105.168     2968.918
      18.783        0.000     2105.168     2968.918
      18.794        0.000     2105.168     2968.918
      18.805        0.000     2105.168     2968.918
      18.816        0.000     2105.168     2968.918
      18.827        0.000     2105.168     2968.918
      18.838        0.000     2105.168     2968.918
      18.849        0.000     2105.168     2968.918
      18.859        0.000     2105.168     2968.918
      18.870        0.000     2105.168     2968.918
      18.881        0.000     2105.168     2968.918
      18.892        0.000     2105.168     2968.918
      18.903        0.000     2105.168     2968.918
      18.914        0.000     2105.168     2968.918
      18.925        0.000     2105.168     2968.918
      18.936       91.700     2105.168     2968.918
      18.947        0.000     2105.168     2968.918
      18.958       91.800     2105.168     2968.918
      18.968        0.000     2105.168     2968.918
      18.979        0.000     2105.168     2968.918
      18.990        0.000     2105.168     2968.918
      19.001        0.000     2105.168     2968.918
      19.012        0.000     2105.168     2968.918
      19.023        0.000     2105.168     2968.918
      19.034        0.000     2105.168     2968.918
      19.044        0.000     2105.168     2968.918
      19.055        0.000     2105.168     2968.918
      19.066        0.000     2105.168     2968.918
      19.077        0.000     2105.168     2968.918
      19.088        0.000     2105.168     2968.918
      19.099        0.000     2105.168     2968.918
      19.110        0.000     2105.168     2968.918
      19.121        0.000     2105.168     2968.918
      19.132        0.000     2105.168     2968.918
      19.142        0.000     2105.168     2968.918
      19.153        0.000     2105.168     2968.918
      19.164        0.000     2105.168     2968.918
      19.175        0.000     2105.168     2968.918
      19.185        0.000     2105.168     2968.918
      19.196        0.000     2105.168     2968.918
      19.206       94.400     2105.168     2968.918
      19.217        0.000     2105.168     2968.918
      19.228        0.000     2105.168     2968.918
      19.238        0.000     2105.168     2968.918
      19.249        0.000     2105.168     2968.918
      19.260        0.000     2105.168     2968.918
      19.271        0.000     2105.168     2968.918
      19.282        0.000     2105.168     2968.918
      19.293        0.000     2105.168     2968.918
      19.304       92.000     2105.168     2968.918
      19.314       92.000     2105.168     2968.918
      19.325        0.000     2105.168     2968.918
      19.336        0.000     2105.168     2968.918
      19.347        0.000     2105.168     2968.918
      19.358        0.000     2105.168     2968.918
      19.369        0.000     2105.168     2968.918
      19.379        0.000     2105.168     2968.918
      19.390        0.000     2105.168     2968.918
      19.400        0.000     2105.168     2968.918
      19.410        0.000     2105.168     2968.918
      19.421        0.000     2105.168     2968.918
      19.431        0.000     2105.168     2968.918
      19.442        0.000     2105.168     2968.918
      19.452        0.000     2105.168     2968.918
      19.463        0.000     2105.168     2968.918
      19.473        0.000     2105.168     2968.918
      19.484        0.000     2105.168     2968.918
      19.495        0.000     2105.168     2968.918
      19.506       91.700     2105.168     2968.918
      19.517        0.000     2105.168     2968.918
      19.528        0.000     2105.168     2968.918
      19.539        0.000     2105.168     2968.918
      19.549       91.700     2105.168     2968.918
      19.560        0.000     2105.168     2968.918
      19.571        0.000     2105.168     2968.918
      19.582        0.000     2105.168     2968.918
      19.593       92.100     2105.168     2968.918
      19.604        0.000     2105.168     2968.918
      19.615        0.000     2105.168     2968.918
